id,age,job,marital,education,preferred_contact,balance,loan_house,loan_personal,n_marketing_contacts,marketing_potential,call_length,investment,period
6009,49,admin.,divorced,secondary,NA,1709,yes,no,0,NA,106,0,0
6010,30,management,married,tertiary,cellular,1022,yes,no,1,low,97,0,0
6011,46,management,single,tertiary,cellular,593,yes,no,0,NA,190,0,0
6012,33,services,divorced,secondary,NA,327,yes,no,0,NA,109,0,0
6013,32,blue-collar,single,secondary,cellular,6982,yes,no,1,low,224,0,0
6014,49,management,married,tertiary,cellular,3063,yes,no,0,NA,68,0,0
6015,31,blue-collar,single,secondary,cellular,54,yes,no,0,NA,401,273.18,0
6016,48,blue-collar,married,primary,telephone,108,yes,no,7,NA,74,0,0
6017,37,management,single,tertiary,cellular,1148,yes,no,0,NA,259,0,0
6018,54,technician,married,tertiary,NA,4582,yes,no,0,NA,165,0,0
6019,37,blue-collar,divorced,secondary,NA,33,yes,no,0,NA,326,0,0
6020,31,technician,single,secondary,cellular,354,no,yes,0,NA,186,0,0
6021,31,management,married,tertiary,cellular,197,yes,no,0,NA,105,0,0
6022,33,admin.,married,secondary,NA,220,yes,no,0,NA,345,0,0
6023,37,housemaid,divorced,secondary,cellular,1040,yes,no,2,low,199,0,0
6024,30,management,single,tertiary,cellular,364,no,no,0,NA,306,272.18,0
6025,40,blue-collar,married,primary,cellular,3090,yes,no,0,NA,664,0,0
6026,39,blue-collar,married,secondary,cellular,284,yes,yes,6,low,1426,0,0
6027,44,technician,married,NA,NA,1127,yes,no,0,NA,118,0,0
6028,37,management,married,tertiary,cellular,1403,yes,no,0,NA,91,0,0
6029,53,blue-collar,married,secondary,telephone,3815,no,no,3,low,75,0,0
6030,31,admin.,married,secondary,cellular,4457,yes,no,4,high,225,0,0
6031,50,blue-collar,married,primary,NA,231,yes,no,0,NA,171,0,0
6032,55,management,married,tertiary,telephone,149,no,yes,0,NA,41,0,0
6033,31,management,married,tertiary,cellular,18,yes,no,0,NA,72,0,0
6034,30,technician,single,secondary,cellular,513,yes,no,0,NA,241,0,0
6035,45,blue-collar,married,primary,cellular,-443,yes,yes,0,NA,691,0,0
6036,31,technician,married,secondary,NA,2363,yes,no,0,NA,247,0,0
6037,43,housemaid,married,secondary,NA,-177,yes,no,0,NA,172,0,0
6038,36,housemaid,single,primary,NA,207,no,no,0,NA,1478,0,0
6039,34,technician,single,secondary,cellular,649,no,no,0,NA,124,0,0
6040,48,admin.,divorced,secondary,cellular,162,yes,no,4,low,83,0,0
6041,43,unemployed,divorced,secondary,NA,4478,yes,no,0,NA,133,0,0
6042,47,technician,married,secondary,cellular,487,no,no,1,low,218,0,0
6043,34,technician,married,secondary,cellular,1072,no,yes,2,low,136,0,0
6044,37,technician,single,tertiary,NA,147,no,no,0,NA,416,0,0
6045,35,management,single,tertiary,cellular,7218,no,no,0,NA,224,0,0
6046,47,blue-collar,married,tertiary,cellular,1707,no,no,0,NA,71,0,0
6047,32,management,single,tertiary,cellular,656,yes,yes,0,NA,148,0,0
6048,45,technician,single,secondary,cellular,-55,no,no,1,low,78,0,0
6049,59,management,single,tertiary,cellular,705,no,no,0,NA,537,0,0
6050,32,blue-collar,married,secondary,cellular,-667,yes,no,1,NA,152,0,0
6051,29,services,married,tertiary,NA,62,yes,yes,0,NA,280,0,0
6052,32,student,single,NA,cellular,5969,no,no,0,NA,12,0,0
6053,28,blue-collar,married,secondary,NA,0,yes,no,0,NA,548,0,0
6054,58,technician,married,secondary,telephone,99,no,no,0,NA,396,300.26,0
6055,51,technician,married,secondary,NA,143,yes,no,0,NA,627,0,0
6056,39,management,married,tertiary,cellular,2939,no,no,0,NA,348,833.84,0
6057,46,services,married,secondary,cellular,4,no,no,5,NA,268,278.1,0
6058,30,technician,single,tertiary,NA,975,yes,no,0,NA,603,0,0
6059,41,housemaid,married,primary,NA,3291,yes,no,0,NA,125,0,0
6060,22,blue-collar,single,secondary,NA,0,yes,no,0,NA,123,0,0
6061,35,management,married,tertiary,cellular,1801,no,no,0,NA,53,0,0
6062,31,management,married,tertiary,cellular,451,yes,no,0,NA,67,0,0
6063,29,admin.,married,secondary,NA,494,yes,no,0,NA,341,0,0
6064,25,services,married,secondary,cellular,10,yes,no,0,NA,114,0,0
6065,33,management,married,secondary,NA,879,yes,no,0,NA,245,0,0
6066,29,admin.,single,secondary,NA,-228,yes,no,0,NA,279,0,0
6067,52,self-employed,married,tertiary,NA,1088,yes,no,0,NA,217,0,0
6068,28,admin.,married,secondary,cellular,0,yes,yes,0,NA,546,0,0
6069,43,self-employed,married,secondary,cellular,0,no,no,0,NA,399,0,0
6070,32,blue-collar,single,secondary,cellular,53,yes,no,2,low,153,0,0
6071,32,blue-collar,single,primary,NA,12,yes,no,0,NA,153,0,0
6072,31,technician,single,secondary,cellular,826,yes,no,0,NA,246,0,0
6073,33,blue-collar,married,secondary,cellular,596,yes,no,3,low,77,0,0
6074,29,student,single,tertiary,cellular,3054,no,no,7,high,204,0,0
6075,29,blue-collar,married,primary,cellular,-235,yes,no,0,NA,189,0,0
6076,31,technician,married,secondary,cellular,465,yes,no,0,NA,259,0,0
6077,54,housemaid,married,primary,cellular,194,no,no,0,NA,127,0,0
6078,33,management,married,tertiary,cellular,0,yes,yes,0,NA,83,0,0
6079,33,admin.,married,secondary,telephone,0,yes,no,0,NA,1448,275.04,0
6080,36,blue-collar,single,secondary,cellular,219,yes,yes,1,low,270,0,0
6081,40,services,divorced,secondary,NA,1959,yes,no,0,NA,177,0,0
6082,54,entrepreneur,married,NA,cellular,1956,no,no,0,NA,221,0,0
6083,41,technician,single,tertiary,cellular,431,no,no,2,high,133,268.39,0
6084,32,technician,married,secondary,cellular,0,no,no,0,NA,120,0,0
6085,55,entrepreneur,married,secondary,cellular,814,no,yes,0,NA,69,0,0
6086,24,student,single,secondary,telephone,508,yes,no,1,NA,12,0,0
6087,54,management,single,tertiary,NA,1464,yes,yes,0,NA,425,0,0
6088,32,management,married,tertiary,cellular,184,yes,no,0,NA,238,0,0
6089,39,services,married,secondary,NA,0,yes,no,0,NA,793,0,0
6090,40,entrepreneur,married,secondary,NA,2252,no,no,0,NA,144,0,0
6091,50,technician,married,secondary,cellular,-997,no,yes,0,NA,70,0,0
6092,37,services,married,secondary,cellular,345,yes,yes,1,low,114,0,0
6093,52,admin.,married,secondary,NA,1236,yes,no,0,NA,247,0,0
6094,25,admin.,single,secondary,cellular,302,no,no,0,NA,122,0,0
6095,56,blue-collar,divorced,secondary,NA,486,yes,no,0,NA,577,0,0
6096,28,blue-collar,married,primary,cellular,5542,yes,no,0,NA,404,0,0
6097,51,NA,married,NA,NA,12,no,no,0,NA,45,0,0
6098,31,blue-collar,married,primary,NA,19,yes,no,0,NA,241,0,0
6099,36,management,single,tertiary,NA,-78,yes,no,0,NA,1068,255.69,0
6100,58,blue-collar,divorced,secondary,NA,-11,no,no,0,NA,112,0,0
6101,52,self-employed,married,primary,cellular,314,yes,no,0,NA,131,0,0
6102,35,admin.,married,secondary,cellular,1254,yes,yes,0,NA,132,0,0
6103,31,technician,single,secondary,cellular,2544,no,no,3,high,252,511.4,0
6104,34,management,single,tertiary,cellular,127,no,no,0,NA,63,0,0
6105,26,services,single,secondary,cellular,209,yes,no,0,NA,319,0,0
6106,72,retired,married,secondary,cellular,1129,no,no,1,high,208,474.97,0
6107,46,blue-collar,married,primary,NA,-29,yes,no,0,NA,322,0,0
6108,55,services,divorced,secondary,NA,218,yes,no,0,NA,200,0,0
6109,32,blue-collar,married,secondary,cellular,1905,yes,no,0,NA,709,624.68,0
6110,33,entrepreneur,married,secondary,cellular,2,yes,yes,1,low,17,0,0
6111,37,technician,single,NA,NA,391,yes,no,0,NA,103,0,0
6112,59,management,married,tertiary,cellular,1729,no,no,0,NA,119,0,0
6113,35,admin.,married,secondary,cellular,0,yes,yes,0,NA,17,0,0
6114,48,admin.,married,secondary,cellular,811,no,yes,0,NA,149,0,0
6115,55,blue-collar,single,primary,NA,39,yes,no,0,NA,128,0,0
6116,39,management,divorced,tertiary,NA,9541,no,no,0,NA,815,0,0
6117,24,blue-collar,married,secondary,NA,142,yes,yes,0,NA,300,0,0
6118,32,technician,divorced,tertiary,cellular,267,no,no,0,NA,128,0,0
6119,49,blue-collar,married,secondary,cellular,2159,no,no,0,NA,771,0,0
6120,32,technician,married,tertiary,cellular,4654,yes,yes,2,low,276,540.84,0
6121,55,admin.,married,secondary,cellular,8304,no,no,0,NA,201,1930.36,0
6122,36,admin.,married,secondary,NA,75,yes,no,0,NA,52,0,0
6123,48,blue-collar,married,secondary,cellular,7408,no,yes,0,NA,101,0,0
6124,36,blue-collar,married,secondary,NA,274,yes,no,0,NA,686,275.91,0
6125,38,blue-collar,single,NA,NA,10,yes,no,0,NA,266,0,0
6126,27,technician,married,secondary,NA,1103,no,no,0,NA,123,0,0
6127,47,admin.,married,secondary,cellular,0,no,no,1,NA,213,251.63,0
6128,54,management,married,tertiary,cellular,656,yes,yes,0,NA,105,0,0
6129,52,management,married,tertiary,cellular,7192,no,no,0,NA,1486,1682.11,0
6130,35,technician,single,tertiary,cellular,303,no,no,0,NA,713,0,0
6131,37,blue-collar,married,secondary,NA,115,yes,yes,0,NA,91,0,0
6132,39,services,married,secondary,telephone,972,yes,no,0,NA,123,0,0
6133,60,retired,married,secondary,cellular,89,no,no,0,NA,156,0,0
6134,34,services,married,secondary,cellular,1005,yes,no,0,NA,274,0,0
6135,36,technician,married,tertiary,cellular,-290,yes,yes,3,low,150,0,0
6136,32,technician,married,secondary,NA,2693,yes,no,0,NA,16,0,0
6137,50,management,married,tertiary,cellular,37,no,no,0,NA,869,0,0
6138,56,management,married,tertiary,NA,830,yes,yes,0,NA,1201,197.62,0
6139,50,NA,married,NA,NA,200,no,no,0,NA,18,0,0
6140,24,blue-collar,single,secondary,NA,0,yes,no,0,NA,202,0,0
6141,37,blue-collar,married,secondary,NA,-399,yes,yes,0,NA,21,0,0
6142,37,services,married,secondary,cellular,4017,no,no,1,high,665,1023.75,0
6143,43,blue-collar,married,primary,NA,-93,yes,no,0,NA,402,0,0
6144,63,retired,married,NA,cellular,1849,no,no,0,NA,109,0,0
6145,52,admin.,married,secondary,cellular,1746,no,no,0,NA,142,0,0
6146,21,student,single,secondary,cellular,215,no,no,7,high,382,263.48,0
6147,58,housemaid,married,primary,NA,0,no,no,0,NA,37,0,0
6148,56,retired,married,secondary,cellular,-1122,yes,yes,0,NA,220,0,0
6149,42,management,divorced,tertiary,cellular,1622,yes,no,0,NA,158,0,0
6150,28,technician,married,primary,NA,-58,yes,no,0,NA,74,0,0
6151,49,management,single,tertiary,cellular,1350,yes,yes,0,NA,716,0,0
6152,42,technician,single,secondary,cellular,60,yes,yes,1,NA,183,0,0
6153,41,blue-collar,married,primary,cellular,1821,no,yes,0,NA,137,0,0
6154,24,student,single,secondary,cellular,493,yes,no,1,NA,85,0,0
6155,38,admin.,married,tertiary,cellular,1988,no,no,2,low,164,662.28,0
6156,30,blue-collar,married,secondary,cellular,363,yes,no,0,NA,165,0,0
6157,38,management,married,secondary,NA,93,no,no,0,NA,515,0,0
6158,49,admin.,married,secondary,cellular,197,yes,no,3,high,125,0,0
6159,37,admin.,divorced,tertiary,NA,4303,yes,no,0,NA,168,0,0
6160,29,blue-collar,single,primary,cellular,215,yes,no,0,NA,137,0,0
6161,35,blue-collar,single,secondary,cellular,218,yes,no,0,NA,93,0,0
6162,34,blue-collar,single,tertiary,cellular,42,no,no,0,NA,297,0,0
6163,51,services,married,secondary,NA,325,yes,no,0,NA,123,0,0
6164,32,services,married,secondary,cellular,-632,yes,yes,0,NA,18,0,0
6165,44,blue-collar,single,primary,telephone,-24,no,no,0,NA,564,0,0
6166,44,unemployed,married,primary,telephone,1617,no,no,0,NA,56,0,0
6167,38,management,married,tertiary,cellular,1100,no,yes,0,NA,347,0,0
6168,55,retired,married,secondary,NA,31,no,no,0,NA,72,0,0
6169,35,blue-collar,married,secondary,telephone,209,yes,yes,0,NA,66,0,0
6170,32,blue-collar,single,secondary,NA,5252,yes,no,0,NA,1162,0,0
6171,29,management,single,tertiary,cellular,499,yes,no,0,NA,338,0,0
6172,36,blue-collar,married,primary,cellular,0,yes,no,0,NA,618,0,0
6173,31,admin.,single,secondary,cellular,547,yes,no,0,NA,272,0,0
6174,31,technician,single,tertiary,cellular,418,no,no,0,NA,67,0,0
6175,58,services,married,secondary,cellular,5567,no,no,0,NA,1869,0,0
6176,39,management,married,tertiary,cellular,1069,no,no,0,NA,422,0,0
6177,32,management,married,tertiary,cellular,1517,no,no,0,NA,202,0,0
6178,31,management,married,tertiary,NA,334,yes,no,0,NA,449,0,0
6179,52,entrepreneur,married,secondary,cellular,0,no,no,0,NA,82,0,0
6180,41,management,single,tertiary,cellular,-426,yes,no,0,NA,294,0,0
6181,26,unemployed,single,tertiary,cellular,23494,no,no,0,NA,136,0,0
6182,27,student,single,secondary,NA,0,no,no,0,NA,93,0,0
6183,35,management,single,tertiary,cellular,1635,no,no,0,NA,90,0,0
6184,26,blue-collar,married,primary,cellular,40,no,yes,0,NA,49,0,0
6185,35,technician,single,secondary,cellular,204,yes,no,0,NA,236,259.89,0
6186,33,management,married,tertiary,cellular,377,yes,no,1,low,213,0,0
6187,50,management,married,secondary,NA,-44,yes,no,0,NA,45,0,0
6188,31,management,married,secondary,cellular,678,yes,no,4,low,249,0,0
6189,39,self-employed,single,tertiary,NA,0,no,no,0,NA,13,0,0
6190,59,technician,divorced,secondary,cellular,797,yes,no,2,low,319,0,0
6191,29,blue-collar,divorced,NA,cellular,101,yes,no,4,low,295,0,0
6192,45,blue-collar,married,primary,NA,714,no,no,0,NA,108,0,0
6193,52,entrepreneur,divorced,secondary,NA,-99,no,yes,0,NA,91,0,0
6194,62,retired,married,primary,cellular,383,no,no,0,NA,276,0,0
6195,33,management,single,secondary,NA,0,yes,no,0,NA,816,0,0
6196,33,technician,single,secondary,cellular,163,yes,no,0,NA,627,250.46,0
6197,34,services,married,secondary,cellular,7,yes,no,1,low,377,0,0
6198,35,blue-collar,married,secondary,cellular,6411,yes,yes,2,low,144,0,0
6199,29,services,single,secondary,NA,695,no,no,0,NA,97,0,0
6200,31,technician,single,tertiary,cellular,236,yes,no,1,low,200,0,0
6201,56,management,divorced,tertiary,cellular,1263,yes,no,0,NA,155,0,0
6202,23,student,single,tertiary,cellular,113,no,no,0,NA,266,259.23,0
6203,43,blue-collar,married,primary,cellular,2273,yes,no,3,low,424,0,0
6204,49,admin.,married,secondary,cellular,2465,no,no,0,NA,157,0,0
6205,43,technician,single,secondary,cellular,451,no,no,0,NA,289,291.22,0
6206,33,services,single,secondary,cellular,329,yes,yes,0,NA,227,0,0
6207,42,management,married,tertiary,cellular,4,yes,no,1,high,579,246.34,0
6208,38,blue-collar,single,tertiary,telephone,14058,no,no,0,NA,293,0,0
6209,40,admin.,single,secondary,cellular,60,yes,no,6,NA,460,0,0
6210,50,unemployed,married,secondary,NA,3478,yes,no,0,NA,342,0,0
6211,59,blue-collar,married,secondary,cellular,16869,no,no,0,NA,107,0,0
6212,37,blue-collar,married,secondary,NA,395,yes,no,0,NA,219,0,0
6213,55,admin.,married,secondary,cellular,0,no,no,3,high,180,0,0
6214,49,services,married,secondary,cellular,202,yes,no,1,low,651,302.21,0
6215,41,services,single,tertiary,NA,285,yes,yes,0,NA,135,0,0
6216,36,technician,married,secondary,cellular,6384,yes,yes,1,low,59,0,0
6217,44,entrepreneur,married,secondary,telephone,2878,yes,no,0,NA,125,0,0
6218,39,management,single,tertiary,cellular,0,yes,no,3,high,271,261.23,0
6219,26,blue-collar,single,secondary,NA,65,no,no,0,NA,161,0,0
6220,29,blue-collar,married,primary,NA,0,yes,no,0,NA,53,0,0
6221,66,retired,married,tertiary,cellular,2820,no,no,0,NA,115,0,0
6222,30,blue-collar,married,primary,NA,3,yes,no,0,NA,147,0,0
6223,57,retired,married,tertiary,cellular,42,no,no,0,NA,68,0,0
6224,32,student,single,NA,cellular,2321,no,no,0,NA,167,0,0
6225,44,admin.,divorced,secondary,cellular,738,yes,no,8,low,55,0,0
6226,31,management,single,tertiary,cellular,69,no,no,0,NA,257,0,0
6227,34,technician,single,secondary,cellular,1974,no,no,0,NA,603,0,0
6228,44,self-employed,single,tertiary,cellular,18558,yes,no,4,NA,51,0,0
6229,40,blue-collar,married,primary,cellular,137,no,yes,0,NA,214,0,0
6230,33,management,married,tertiary,cellular,641,yes,no,0,NA,347,0,0
6231,25,admin.,single,secondary,telephone,184,no,yes,0,NA,437,0,0
6232,34,blue-collar,married,secondary,NA,286,yes,no,0,NA,134,0,0
6233,34,management,married,tertiary,cellular,188,no,no,0,NA,399,0,0
6234,34,management,married,tertiary,cellular,3696,no,no,5,NA,758,985.85,0
6235,34,entrepreneur,married,tertiary,cellular,145,yes,yes,0,NA,127,0,0
6236,37,management,married,secondary,cellular,33,no,yes,0,NA,117,0,0
6237,40,blue-collar,married,secondary,cellular,1844,yes,no,0,NA,231,0,0
6238,46,admin.,married,secondary,cellular,2869,yes,no,0,NA,151,0,0
6239,36,services,single,secondary,cellular,0,yes,no,0,NA,398,234.26,0
6240,60,retired,married,primary,telephone,7791,no,no,0,NA,141,0,0
6241,34,technician,married,secondary,cellular,800,yes,no,0,NA,103,0,0
6242,59,retired,divorced,primary,NA,1534,yes,no,0,NA,278,0,0
6243,36,blue-collar,single,secondary,NA,35,yes,no,0,NA,435,0,0
6244,22,management,single,tertiary,cellular,104,no,yes,0,NA,330,140.68,0
6245,32,blue-collar,single,primary,NA,1660,no,no,0,NA,14,0,0
6246,34,technician,single,tertiary,cellular,2658,yes,no,2,low,265,0,0
6247,30,student,single,secondary,cellular,1555,no,no,0,NA,115,0,0
6248,31,services,single,secondary,NA,0,yes,no,0,NA,223,0,0
6249,53,self-employed,married,tertiary,cellular,217,no,no,0,NA,121,0,0
6250,39,technician,single,secondary,cellular,0,no,no,0,NA,194,0,0
6251,63,retired,married,secondary,cellular,1495,no,no,5,high,138,0,0
6252,67,retired,divorced,secondary,cellular,704,no,no,3,high,613,319.2,0
6253,43,technician,divorced,secondary,cellular,-36,yes,no,1,low,190,0,0
6254,37,admin.,single,tertiary,NA,12581,no,no,0,NA,155,0,0
6255,36,management,divorced,tertiary,cellular,608,no,no,0,NA,125,0,0
6256,37,management,married,tertiary,NA,58,yes,no,0,NA,98,0,0
6257,53,management,married,tertiary,cellular,3754,no,no,2,low,307,1015.07,0
6258,47,blue-collar,married,primary,NA,1092,no,yes,0,NA,41,0,0
6259,26,services,married,secondary,cellular,4,yes,no,0,NA,201,0,0
6260,45,self-employed,married,tertiary,cellular,240,no,no,0,NA,163,0,0
6261,32,blue-collar,single,secondary,NA,130,no,no,0,NA,406,0,0
6262,37,retired,married,secondary,cellular,-252,no,no,0,NA,438,0,0
6263,31,blue-collar,married,primary,cellular,-365,yes,no,0,NA,36,0,0
6264,59,management,married,primary,cellular,0,yes,no,0,NA,130,0,0
6265,50,technician,married,secondary,NA,1616,yes,yes,0,NA,142,0,0
6266,33,management,single,tertiary,cellular,2617,yes,yes,0,NA,113,0,0
6267,40,technician,single,secondary,cellular,57,no,yes,0,NA,102,0,0
6268,31,management,single,tertiary,cellular,55,no,no,0,NA,215,0,0
6269,38,blue-collar,married,primary,cellular,1401,no,no,0,NA,516,550.95,0
6270,30,admin.,single,secondary,cellular,81,yes,no,3,NA,121,0,0
6271,27,self-employed,single,tertiary,cellular,168,no,no,1,high,123,242.82,0
6272,39,admin.,divorced,secondary,NA,952,yes,no,0,NA,62,0,0
6273,45,services,married,secondary,NA,520,yes,no,0,NA,714,0,0
6274,46,retired,married,primary,NA,1374,no,yes,0,NA,22,0,0
6275,48,blue-collar,married,primary,cellular,323,no,no,0,NA,158,0,0
6276,31,blue-collar,married,secondary,NA,283,yes,yes,0,NA,37,0,0
6277,32,management,single,tertiary,cellular,1434,no,no,0,NA,1144,0,0
6278,37,management,single,tertiary,cellular,3452,yes,no,0,NA,8,0,0
6279,36,management,single,tertiary,cellular,-155,yes,no,0,NA,94,0,0
6280,54,management,single,tertiary,cellular,2081,no,no,1,low,395,0,0
6281,42,admin.,single,NA,NA,22,no,no,0,NA,246,0,0
6282,32,self-employed,married,secondary,cellular,413,yes,no,0,NA,712,0,0
6283,37,blue-collar,single,secondary,cellular,0,no,no,0,NA,228,0,0
6284,23,student,single,secondary,NA,151,yes,no,0,NA,97,0,0
6285,32,student,single,secondary,cellular,5836,no,no,2,low,281,0,0
6286,37,services,single,primary,NA,0,no,yes,0,NA,372,0,0
6287,44,technician,single,primary,cellular,237,yes,no,0,NA,54,0,0
6288,32,services,divorced,secondary,cellular,5267,yes,no,2,low,183,0,0
6289,41,blue-collar,married,secondary,cellular,16,no,no,0,NA,553,0,0
6290,25,blue-collar,single,primary,cellular,758,yes,no,1,low,258,0,0
6291,25,services,single,secondary,cellular,594,no,no,0,NA,89,323.65,0
6292,26,services,single,secondary,cellular,-189,no,yes,0,NA,538,0,0
6293,50,self-employed,married,secondary,cellular,2137,no,no,0,NA,64,0,0
6294,41,housemaid,married,primary,telephone,1332,no,no,0,NA,122,0,0
6295,30,management,married,tertiary,cellular,802,yes,no,0,NA,105,0,0
6296,25,student,single,tertiary,cellular,538,yes,no,0,NA,226,0,0
6297,52,housemaid,married,secondary,cellular,3923,yes,no,3,high,20,0,0
6298,59,management,married,tertiary,cellular,2764,no,no,3,low,459,0,0
6299,49,blue-collar,married,secondary,cellular,-454,yes,no,0,NA,558,255.01,0
6300,34,services,married,secondary,NA,-93,yes,yes,0,NA,194,0,0
6301,54,blue-collar,married,primary,cellular,126,yes,no,0,NA,357,0,0
6302,54,services,single,secondary,NA,8289,no,no,0,NA,133,0,0
6303,52,technician,single,secondary,NA,36,yes,no,0,NA,335,0,0
6304,27,technician,single,tertiary,cellular,-152,yes,yes,0,NA,236,0,0
6305,36,blue-collar,married,secondary,cellular,1797,yes,yes,2,low,166,0,0
6306,24,blue-collar,married,secondary,NA,237,yes,no,0,NA,200,0,0
6307,27,blue-collar,single,secondary,NA,228,yes,yes,0,NA,186,0,0
6308,48,blue-collar,married,primary,cellular,719,no,yes,0,NA,418,185.6,0
6309,34,blue-collar,single,primary,cellular,279,yes,no,1,low,208,0,0
6310,53,admin.,divorced,secondary,NA,592,yes,no,0,NA,151,0,0
6311,36,management,married,secondary,cellular,644,yes,no,0,NA,54,0,0
6312,39,admin.,divorced,secondary,NA,22,no,no,0,NA,121,0,0
6313,41,admin.,married,secondary,cellular,1380,yes,no,1,low,65,0,0
6314,50,technician,married,tertiary,cellular,92,no,yes,0,NA,192,0,0
6315,47,management,married,secondary,cellular,414,no,no,0,NA,142,0,0
6316,30,management,single,secondary,cellular,3259,yes,no,0,NA,495,0,0
6317,27,blue-collar,single,secondary,NA,2364,yes,no,0,NA,221,0,0
6318,28,blue-collar,married,secondary,NA,134,yes,no,0,NA,262,0,0
6319,45,unemployed,married,tertiary,cellular,579,yes,no,0,NA,141,0,0
6320,33,services,single,secondary,cellular,-198,yes,no,3,high,256,0,0
6321,29,unemployed,single,tertiary,cellular,1311,no,no,0,NA,622,395.48,0
6322,34,admin.,married,secondary,cellular,626,yes,no,0,NA,142,0,0
6323,82,NA,divorced,NA,telephone,0,no,no,0,NA,277,0,0
6324,18,student,single,NA,cellular,348,no,no,0,NA,443,277.11,0
6325,25,technician,single,secondary,NA,1135,yes,no,0,NA,396,0,0
6326,48,unemployed,married,primary,cellular,0,no,no,0,NA,569,0,0
6327,34,blue-collar,married,NA,NA,-17,yes,no,0,NA,319,0,0
6328,57,unemployed,divorced,secondary,cellular,3,no,no,0,NA,77,0,0
6329,29,blue-collar,married,primary,cellular,59,yes,yes,0,NA,665,0,0
6330,38,services,married,secondary,NA,155,yes,no,0,NA,248,0,0
6331,36,technician,married,tertiary,cellular,0,no,no,0,NA,245,0,0
6332,53,management,divorced,tertiary,cellular,2152,no,no,3,high,520,0,0
6333,79,retired,married,secondary,telephone,668,no,no,0,NA,363,373.13,0
6334,56,blue-collar,divorced,primary,NA,8,yes,no,0,NA,157,0,0
6335,52,management,single,tertiary,cellular,556,no,no,0,NA,733,0,0
6336,34,self-employed,single,secondary,cellular,360,yes,no,0,NA,371,0,0
6337,53,housemaid,married,secondary,NA,2406,yes,no,0,NA,393,0,0
6338,29,technician,single,secondary,cellular,1856,yes,yes,0,NA,134,0,0
6339,33,entrepreneur,married,secondary,cellular,-122,no,no,0,NA,123,0,0
6340,42,management,married,secondary,NA,-189,yes,no,0,NA,247,0,0
6341,33,technician,married,tertiary,cellular,48,no,no,0,NA,34,0,0
6342,36,services,single,secondary,NA,62,yes,no,0,NA,215,0,0
6343,35,services,single,primary,cellular,790,no,no,0,NA,221,0,0
6344,40,management,married,tertiary,cellular,2840,yes,no,0,NA,1720,0,0
6345,43,management,divorced,secondary,telephone,1387,no,no,0,NA,296,0,0
6346,33,management,single,tertiary,NA,4128,yes,no,0,NA,456,0,0
6347,33,technician,single,secondary,cellular,4240,yes,no,0,NA,508,0,0
6348,46,technician,married,tertiary,cellular,3941,yes,no,0,NA,499,0,0
6349,29,technician,single,tertiary,NA,405,yes,no,0,NA,65,0,0
6350,26,management,single,secondary,cellular,651,no,yes,0,NA,84,0,0
6351,38,management,married,tertiary,cellular,328,no,no,0,NA,230,0,0
6352,51,blue-collar,married,primary,cellular,505,no,yes,0,NA,130,0,0
6353,26,student,single,secondary,telephone,374,no,no,0,NA,478,0,0
6354,30,technician,married,tertiary,NA,-256,yes,no,0,NA,51,0,0
6355,29,blue-collar,single,secondary,NA,0,no,no,0,NA,623,0,0
6356,38,services,married,primary,NA,175,no,no,0,NA,132,0,0
6357,52,technician,married,secondary,cellular,981,no,no,0,NA,43,0,0
6358,53,retired,divorced,secondary,cellular,84,no,no,0,NA,336,0,0
6359,38,admin.,single,secondary,cellular,2246,yes,no,0,NA,370,0,0
6360,35,technician,married,secondary,cellular,198,no,no,0,NA,282,0,0
6361,55,entrepreneur,divorced,secondary,cellular,538,yes,no,2,high,306,0,0
6362,58,retired,married,secondary,cellular,2553,no,no,0,NA,366,0,0
6363,56,admin.,married,secondary,cellular,1554,yes,yes,27,NA,15,0,0
6364,41,management,married,secondary,NA,689,yes,no,0,NA,596,0,0
6365,63,housemaid,married,primary,telephone,91,no,no,0,NA,128,264.69,0
6366,43,unemployed,married,primary,cellular,9262,yes,no,0,NA,45,0,0
6367,56,blue-collar,married,primary,NA,5,yes,yes,0,NA,407,0,0
6368,51,services,married,primary,NA,294,no,no,0,NA,112,0,0
6369,30,management,single,tertiary,cellular,409,yes,no,0,NA,120,0,0
6370,44,management,married,tertiary,cellular,-84,yes,no,0,NA,159,0,0
6371,56,management,married,tertiary,cellular,-762,yes,yes,5,NA,19,0,0
6372,44,blue-collar,married,primary,cellular,887,yes,no,1,low,165,0,0
6373,48,retired,married,secondary,cellular,264,yes,yes,0,NA,107,0,0
6374,40,management,divorced,tertiary,cellular,3355,no,no,0,NA,212,0,0
6375,48,management,married,tertiary,telephone,14530,yes,yes,0,NA,863,0,0
6376,46,blue-collar,single,secondary,NA,0,no,no,0,NA,27,0,0
6377,37,technician,single,secondary,cellular,-59,yes,no,0,NA,70,0,0
6378,33,blue-collar,divorced,secondary,NA,1,no,no,0,NA,66,0,0
6379,52,technician,married,tertiary,cellular,214,no,no,0,NA,161,0,0
6380,45,services,married,secondary,cellular,1181,yes,no,0,NA,141,0,0
6381,32,blue-collar,married,primary,cellular,1287,yes,no,0,NA,297,0,0
6382,19,student,single,secondary,telephone,291,no,no,0,NA,291,0,0
6383,46,management,divorced,tertiary,cellular,-154,yes,yes,2,low,150,0,0
6384,42,services,single,NA,NA,4800,no,no,0,NA,10,0,0
6385,49,retired,married,secondary,cellular,8648,no,no,0,NA,527,0,0
